City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,santana,-0.0583,-51.1817,301.68,75,28,2.83,BR,1705002212
368,dehui,44.5333,125.7,253.31,100,86,1.67,CN,1705002212
369,dihok,36.8695,42.994,280.97,88,100,2.52,IQ,1705002212
370,harstad,68.799,16.5293,274.81,97,100,12.96,NO,1705001650
371,cangucu,-31.395,-52.6756,297.71,67,99,5.22,BR,1705002213
372,mobaye,4.319,21.1786,298.62,25,16,1.25,CF,1705002213
373,terre haute,39.4667,-87.4139,278.74,75,75,3.09,US,1705002073
374,lorengau,-2.0226,147.2712,300.93,79,98,2.88,PG,1705001657
375,porto torres,40.835,8.3972,284.25,84,100,7.42,IT,1705002214
376,coquimbo,-29.9533,-71.3436,293.0,68,40,6.69,CL,1705002214
377,selfoss,63.9331,-20.9971,280.95,98,100,7.05,IS,1705002215
378,nemuro,43.3236,145.575,274.42,72,100,10.61,JP,1705002215
379,horta,38.5333,-28.6333,288.16,90,75,19.03,PT,1705002215
380,letlhakeng,-24.0944,25.0298,296.47,74,78,4.23,BW,1705002215
381,sisimiut,66.9395,-53.6735,261.39,79,88,4.07,GL,1705002215
382,conduaga,8.862,117.4893,298.85,87,39,2.66,PH,1705002216
383,igarka,67.4667,86.5833,251.85,92,94,4.8,RU,1705002216
384,kapoeta,4.7717,33.5903,305.07,22,97,1.52,SS,1705002216
385,rio gallegos,-51.6226,-69.2181,293.18,32,40,9.26,AR,1705002084
386,corcoran,36.098,-119.5604,284.03,47,1,3.48,US,1705002217
387,copala,16.65,-98.9833,301.91,64,82,4.04,MX,1705002217
388,victorica,-36.2151,-65.4359,301.82,27,98,8.49,AR,1705002217
389,zinjibar,13.1287,45.3807,297.23,66,7,2.76,YE,1705002217
390,loukhi,66.0764,33.0381,259.6,92,24,2.74,RU,1705002218
391,chibougamau,49.9168,-74.3659,258.94,85,100,4.63,CA,1705002218
392,lemvig,56.5486,8.3102,274.48,95,88,3.69,DK,1705002218
393,priob'ye,62.5206,65.5964,249.83,97,99,3.94,RU,1705002218
394,conde,-7.2597,-34.9075,299.85,83,75,3.6,BR,1705002219
395,hazorasp,41.3194,61.0742,273.06,84,34,2.91,UZ,1705002219
396,weno,7.4515,151.8468,301.12,78,75,3.09,FM,1705001681
397,colares,38.7992,-9.4469,285.24,87,40,3.13,PT,1705001665
398,igrim,63.1906,64.4162,251.81,93,100,3.32,RU,1705002219
399,bochum,51.4833,7.2167,273.68,83,97,0.96,DE,1705002220
400,jwaneng,-24.6004,24.7303,295.07,78,39,4.13,BW,1705002220
401,armacao de buzios,-22.7469,-41.8817,306.18,81,41,10.0,BR,1705002220
402,antonio enes,-16.2325,39.9086,300.7,80,93,3.38,MZ,1705002220
403,vilyuchinsk,52.9306,158.4028,261.44,67,100,3.28,RU,1705002220
404,alesund,62.4723,6.1549,279.68,85,75,3.6,NO,1705001649
405,pangody,65.85,74.4859,247.87,94,81,5.9,RU,1705002221
406,trairi,-3.2778,-39.2689,301.94,65,7,4.92,BR,1705002221
407,puerto baquerizo moreno,-0.9,-89.6,302.7,74,40,7.2,EC,1705001660
408,tuensang,26.2833,94.8333,282.61,91,2,1.32,IN,1705002222
409,tsiombe,-25.3,45.4833,298.4,88,17,3.7,MG,1705002222
410,jaicos,-7.3592,-41.1378,303.63,53,96,2.25,BR,1705002222
411,al hufuf,25.3646,49.5653,288.34,47,0,2.06,SA,1705002222
412,choibalsan,48.0667,114.5,249.15,93,25,2.03,MN,1705002222
413,axim,4.8699,-2.2405,300.59,81,81,4.2,GH,1705002223
414,ariquemes,-9.9133,-63.0408,297.92,95,99,1.13,BR,1705002223
415,andergrove,-21.0833,149.1833,296.84,72,55,7.28,AU,1705002223
416,seydi,39.4816,62.9137,276.09,54,99,3.72,TM,1705002223
417,namdrik,5.5994,168.1028,300.98,76,8,10.52,MH,1705002224
418,aransas pass,27.9095,-97.15,297.15,85,40,6.26,US,1705002212
419,timimoun,29.2639,0.231,288.36,14,0,0.0,DZ,1705002224
420,fomboni,-12.28,43.7425,299.72,81,100,3.01,KM,1705002224
421,pereslavl'-zalesskiy,56.7393,38.8563,258.94,87,100,7.96,RU,1705002224
422,mitchell,43.7094,-98.0298,258.0,66,100,5.66,US,1705002225
423,mandera,3.9366,41.867,301.84,29,11,3.39,KE,1705002225
424,kataba,13.9833,44.3833,285.39,64,11,0.7,YE,1705002225
425,nikolayevsk-on-amure,53.1406,140.73,243.58,100,23,0.83,RU,1705002225
426,bandar abbas,27.1865,56.2808,289.14,77,0,2.06,IR,1705002225
427,tazacorte,28.629,-17.9293,296.01,36,0,8.75,ES,1705001667
428,hilton head island,32.2163,-80.7526,287.18,68,75,3.09,US,1705002119
429,lazaro cardenas,17.9583,-102.2,301.27,61,15,4.65,MX,1705002226
430,voss,60.623,6.4229,269.0,99,98,1.64,NO,1705002226
431,piti village,13.4626,144.6933,299.18,92,20,3.09,GU,1705002227
432,fortaleza,-3.7227,-38.5247,304.22,70,20,6.69,BR,1705002227
433,bizerte,37.2744,9.8739,285.15,94,40,4.63,TN,1705002227
434,san luis de la loma,17.2706,-100.8939,302.22,63,100,4.52,MX,1705002227
435,nenjiang,49.1833,125.2167,243.74,100,53,0.21,CN,1705002228
436,monte santo,-10.4378,-39.3328,302.92,46,89,2.75,BR,1705002228
437,lerwick,60.1545,-1.1494,279.15,70,100,6.14,GB,1705002228
438,kudahuvadhoo,2.6708,72.8944,301.08,79,100,6.9,MV,1705002228
439,novo aripuana,-5.1206,-60.3797,303.06,65,100,1.04,BR,1705002229
440,mar del plata,-38.0023,-57.5575,290.9,61,75,5.14,AR,1705001558
441,atar,20.5169,-13.0499,297.89,12,47,3.54,MR,1705002229
442,mount isa,-20.7333,139.5,297.02,88,100,3.6,AU,1705001718
443,beytussebap,37.5694,43.1681,273.67,98,100,2.08,TR,1705002229
444,lincoln city,44.9582,-124.0179,282.98,80,100,12.07,US,1705002046
445,tura,25.5198,90.2201,284.65,67,0,1.23,IN,1705002230
446,undurkhaan,47.3194,110.6556,254.45,93,7,1.03,MN,1705002230
447,awjilah,29.1081,21.2869,287.74,59,12,2.58,LY,1705002230
448,lashio,22.9333,97.75,282.5,83,72,0.76,MM,1705002231
449,yamada,39.4667,141.95,275.73,70,60,5.41,JP,1705002231
450,shimokizukuri,40.8061,140.3861,275.9,86,100,3.22,JP,1705002231
451,khandyga,62.6667,135.6,230.66,100,100,0.47,RU,1705002231
452,bamusso,4.4591,8.9027,301.05,77,66,2.33,CM,1705002231
453,luganville,-15.5333,167.1667,300.8,84,100,2.45,VU,1705002232
454,pisco,-13.7,-76.2167,300.18,61,0,5.66,PE,1705002232
455,murraysville,34.2957,-77.8475,288.12,41,0,3.6,US,1705002232
456,nchelenge,-9.3451,28.734,294.3,85,93,1.47,ZM,1705002232
457,isla mujeres,21.2311,-86.731,302.18,76,86,5.64,MX,1705002232
458,pasuquin,18.3328,120.6177,293.12,88,20,2.57,PH,1705002233
459,dakhla,23.6848,-15.958,295.16,43,97,1.03,EH,1705002233
460,malango,-2.9627,119.9001,293.49,94,100,1.19,ID,1705001680
461,tukrah,32.5341,20.5791,287.99,81,30,5.99,LY,1705002234
462,el calafate,-50.3408,-72.2768,289.03,56,100,5.01,AR,1705001671
463,djambala,-2.5447,14.7533,293.14,89,92,1.35,CG,1705002234
464,firmat,-33.4594,-61.4832,304.16,27,100,4.66,AR,1705002234
465,laguna,38.421,-121.4238,285.31,56,0,4.63,US,1705001681
466,alakurtti,66.9672,30.3491,253.66,100,97,2.13,RU,1705002235
467,bel ombre,-4.6167,55.4167,300.06,78,20,1.03,SC,1705002235
468,birzai,56.2,24.75,266.75,77,10,4.29,LT,1705002235
469,taoudenni,22.6783,-3.9836,295.12,9,46,4.53,ML,1705001709
470,daru,-9.0763,143.2092,299.71,85,100,0.33,PG,1705002236
471,road town,18.4167,-64.6167,300.2,83,40,4.12,VG,1705002120
472,okhotsk,59.3833,143.3,238.91,88,57,3.77,RU,1705001682
473,caleta de carquin,-11.0925,-77.6267,298.36,72,67,5.59,PE,1705002237
474,arraial do cabo,-22.9661,-42.0278,305.13,55,40,10.29,BR,1705001679
475,santa cruz de tenerife,28.4682,-16.2546,295.63,69,0,4.63,ES,1705002237
476,plesetsk,62.708,40.2916,255.86,97,100,2.15,RU,1705002237
477,cherdyn',60.403,56.4787,248.77,100,100,1.26,RU,1705002237
478,juneau,58.3019,-134.4197,262.15,37,20,6.17,US,1705002005
479,umm ruwaba,12.9061,31.2158,296.29,26,2,5.76,SD,1705002238
480,vilhena,-12.7406,-60.1458,300.27,74,40,5.66,BR,1705002238
481,nadi,-17.8,177.4167,299.15,83,40,1.54,FJ,1705002238
482,ontario,34.0633,-117.6509,289.07,39,20,5.14,US,1705002239
483,kayyerkan,69.3786,87.7439,257.76,71,100,3.07,RU,1705002239
484,guildford,51.2354,-0.5743,279.02,89,100,4.12,GB,1705002239
485,karpenisi,38.9167,21.7833,275.38,85,100,0.4,GR,1705002239
486,la libertad,-2.2333,-80.9,300.96,74,40,3.6,EC,1705002239
487,timbuktu,16.7735,-3.0074,300.39,9,100,4.35,ML,1705002240
488,thomasville,35.8826,-80.082,287.08,42,0,0.89,US,1705002240
489,chelakara,10.7,76.35,298.56,76,23,2.96,IN,1705002240
490,devrek,41.2192,31.9558,275.15,91,100,0.72,TR,1705002240
491,karatuzskoye,53.6072,92.8667,262.25,94,100,1.34,RU,1705002240
492,rabigh,22.7986,39.0349,297.2,59,52,5.94,SA,1705002241
493,ola,59.5833,151.2833,248.78,91,99,2.28,RU,1705002241
494,iquique,-20.2208,-70.1431,298.17,71,7,4.27,CL,1705002241
495,lakota,5.8528,-5.6883,298.18,86,25,1.91,CI,1705002241
496,lahad datu,5.0268,118.327,297.54,95,100,2.4,MY,1705002242
497,ulladulla,-35.35,150.4667,293.66,94,67,0.32,AU,1705002242
498,arno,60.1167,18.6333,272.47,97,80,2.17,SE,1705002242
499,bijie,27.3125,105.2942,280.77,92,100,1.16,CN,1705002242
500,ambon,-3.6954,128.1814,298.23,94,20,2.06,ID,1705002243
501,berdigestyakh,62.0989,126.6992,242.29,99,100,1.38,RU,1705001684
502,port augusta,-32.5,137.7667,299.11,35,0,2.68,AU,1705002243
503,nacozari viejo,30.4,-109.65,283.86,39,0,14.11,MX,1705002243
504,makassar,-5.14,119.4221,299.18,94,20,0.51,ID,1705002244
505,tezu,27.9167,96.1667,286.85,51,0,1.61,IN,1705002244
506,nyrob,60.733,56.7202,247.95,100,97,1.04,RU,1705002244
507,mangalia,43.8,28.5833,273.0,58,74,5.83,RO,1705002244
508,santiago,-33.4569,-70.6483,306.26,27,0,6.69,CL,1705002245
509,tindouf,27.6711,-8.1474,292.4,10,0,2.06,DZ,1705002245
510,dwarka,22.2394,68.9678,293.99,47,0,4.42,IN,1705002245
511,mexico,15.0646,120.7198,296.99,84,19,2.42,PH,1705001947
512,chegdomyn,51.1167,133.0167,239.41,99,24,1.02,RU,1705002246
513,najran,17.4924,44.1277,287.51,19,3,1.23,SA,1705001684
514,chupaca,-12.0667,-75.2833,290.79,53,96,2.89,PE,1705002246
515,casilda,-33.0442,-61.1681,304.52,28,100,4.39,AR,1705002246
516,tinajo,29.0788,-13.7081,292.64,68,0,1.03,ES,1705002246
517,marovoay,-16.1,46.6333,298.13,93,100,1.42,MG,1705002247
518,richards bay,-28.783,32.0377,296.81,97,64,2.86,ZA,1705002247
519,az zuwaytinah,30.9522,20.1202,288.94,68,0,4.76,LY,1705002247
520,yulinshi,38.2906,109.7494,269.73,42,0,0.73,CN,1705002248
521,motueka,-41.1333,173.0167,292.09,57,0,1.76,NZ,1705002248
522,touba,8.2833,-7.6833,304.14,28,84,1.29,CI,1705002248
523,maridi,4.9158,29.4742,298.23,31,71,2.06,SS,1705002248
524,tortoli,39.9256,9.6572,284.05,93,75,7.2,IT,1705002249
525,chernyshevsk,52.5243,117.0174,240.99,100,49,1.04,RU,1705002249
526,kerman,30.2832,57.0788,281.07,12,75,3.09,IR,1705002249
527,es castell,39.8795,4.2854,283.53,100,40,2.57,ES,1705002250
528,ipueiras,-7.0333,-40.45,295.91,86,96,2.32,BR,1705002250
529,callao,-12.0667,-77.15,299.31,65,0,7.2,PE,1705001708
530,nogliki,51.8333,143.1667,242.78,100,26,1.34,RU,1705002059
531,ocos,14.5094,-92.1933,308.25,61,11,4.92,GT,1705002251
532,ust'-kulom,61.6864,53.6902,246.81,94,70,2.98,RU,1705002251
533,katpur,21.05,71.7833,295.66,48,1,5.14,IN,1705002251
534,alamo,20.9167,-97.6833,299.95,49,100,1.53,MX,1705002251
535,wajir,1.7471,40.0573,303.96,33,26,3.97,KE,1705002252
536,kyabe,9.4515,18.9449,299.95,14,45,1.94,TD,1705002252
537,mesudiye,40.4625,37.7725,272.99,88,98,1.56,TR,1705002252
538,sierpc,52.8568,19.6691,271.95,82,11,5.66,PL,1705002252
539,bokoro,12.3807,17.0568,297.86,17,8,4.83,TD,1705002252
540,pingliang,35.5392,106.6861,275.09,26,1,1.27,CN,1705002253
541,illizi,26.4833,8.4667,289.04,14,47,0.93,DZ,1705001662
542,tommot,58.9564,126.2925,234.45,99,82,0.41,RU,1705002253
543,ghat,24.9647,10.1728,289.65,12,57,0.6,LY,1705002253
544,kyshtovka,56.555,76.6271,246.0,92,25,5.99,RU,1705002254
545,sikasso,10.9167,-7.0,302.44,13,60,1.73,ML,1705001732
546,patterson,37.4716,-121.1297,283.74,46,6,4.45,US,1705002254
547,joshimath,30.5667,79.5667,281.84,10,0,3.58,IN,1705002255
548,sorong,-0.8833,131.25,300.4,79,97,1.58,ID,1705002256
549,licheng,23.2955,113.8284,288.35,47,99,0.77,CN,1705002256
